entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S1-993730499,Sita Electronics Pvt Ltd,"No.27/6, Iranapalaya Main Road D Group Layout, Srigandadakaval, Bangalore, Karnataka",India,sita electronics pvt ltd,no 27 6 iranapalaya main road d group layout srigandadakaval bangalore karnataka,india,sita electronics,no 27 6 iranapalaya main road d group layout srigandadakaval bangalore karnataka,27 6,electronics ltd pvt sita,27 6 bangalore d group iranapalaya karnataka layout main no road srigandadakaval,24,80,4,12,s,0,0,0
S1-185275719,Golden Wisconsin Inc,"28 Southern Hills Circle, Henrietta, NY",US,golden wisconsin inc,28 southern hills circle henrietta ny,us,golden wisconsin,28 southern hills circle henrietta ny,28,golden inc wisconsin,28 circle henrietta hills ny southern,20,37,3,6,g,0,0,0
S1-63259774,Pinnacle Staffing Innovations,"12875 Chaucer Road, El Paso County, TX",US,pinnacle staffing innovations,12875 chaucer road el paso county tx,us,pinnacle staffing innovations,12875 chaucer road el paso county tx,12875,innovations pinnacle staffing,12875 chaucer county el paso road tx,29,36,3,7,p,0,0,0
S1-852279820,Central Marketing Global LLC,"72573 Lake View Drive, Jackson, MN",US,central marketing global llc,72573 lake view drive jackson mn,us,central marketing global,72573 lake view drive jackson mn,72573,central global llc marketing,72573 drive jackson lake mn view,28,32,4,6,c,0,0,0
S1-11712388,Express Materials International,"8018 Carpenter Lane, Eight Mile, AL",US,express materials international,8018 carpenter lane eight mile al,us,express materials international,8018 carpenter lane eight mile al,8018,express international materials,8018 al carpenter eight lane mile,31,33,3,6,e,0,0,0
S1-313311092,Behavioral Health Legacy Center PLLC,"AZ, Scottsdale, Fl 1, 11699 125th Place",US,behavioral health legacy center pllc,az scottsdale fl 1 11699 125th place,us,behavioral health legacy center pllc,az scottsdale fl 1 11699 125th place,1 11699 125,behavioral center health legacy pllc,1 11699 125th az fl place scottsdale,36,36,5,7,b,0,0,0
S1-873357966,Eastern Management Private Limited,"Office No. F2-58, Second Floor, Wave Silver Tower, D-6, Sector-18, Noida, Gautam Buddha Nagar, Uttar Pradesh",India,eastern management private limited,office no f2 58 second floor wave silver tower d 6 sector 18 noida gautam buddha nagar uttar pradesh,india,eastern management,office no f2 58 second floor wave silver tower d 6 sector 18 noida gautam buddha nagar uttar pradesh,2 58 6 18,eastern limited management private,18 58 6 buddha d f2 floor gautam nagar no noida office pradesh second sector silver tower uttar wave,34,100,4,19,e,0,0,0
S1-41341245,First Cathedral,"336 Diversity Way, Raleigh, NC",US,first cathedral,336 diversity way raleigh nc,us,first cathedral,336 diversity way raleigh nc,336,cathedral first,336 diversity nc raleigh way,15,28,2,5,f,0,0,0
S1-727765247,Bright Software Private Limited,"3-10/235/174/3/B, Alakapoor Township, Sector-3 Block-B, Puppalaguda Village, Rajendra N, Agar, Hyderabad, Telangana",India,bright software private limited,3 10 235 174 3 b alakapoor township sector 3 block b puppalaguda village rajendra n agar hyderabad telangana,india,bright software,3 10 235 174 3 b alakapoor township sector 3 block b puppalaguda village rajendra n agar hyderabad telangana,3 10 235 174 3 3,bright limited private software,10 174 235 3 3 3 agar alakapoor b b block hyderabad n puppalaguda rajendra sector telangana township village,31,108,4,19,b,0,0,0
S1-364530136,Central Electronics Consultants,"Lower Merion Township, PA, 22 Simpson Road",US,central electronics consultants,lower merion township pa 22 simpson road,us,central electronics consultants,lower merion township pa 22 simpson road,22,central consultants electronics,22 lower merion pa road simpson township,31,40,3,7,c,0,0,0
S1-446692281,Tusker Flexo Private Limited,"No 1, Cross Street, Srinagar Colony Saidapet, Chennai, Tamil Nadu",India,tusker flexo private limited,no 1 cross street srinagar colony saidapet chennai tamil nadu,india,tusker flexo,no 1 cross street srinagar colony saidapet chennai tamil nadu,1,flexo limited private tusker,1 chennai colony cross nadu no saidapet srinagar street tamil,28,61,4,10,t,0,0,0
S1-600957870,Metal Securities (India) Private Limited,"A134, Iiird Floor Defence Colony, Delhi, South Delhi, Delhi",India,metal securities india private limited,a134 iiird floor defence colony delhi south delhi delhi,india,metal securities india,a134 iiird floor defence colony delhi south delhi delhi,134,india limited metal private securities,a134 colony defence delhi delhi delhi floor iiird south,38,55,5,9,m,0,0,0
S1-478284179,Firefighters Local Union 921,"147 Main Street, IL, Glen Carbon",US,firefighters local union 921,147 main street il glen carbon,us,firefighters local union 921,147 main street il glen carbon,147,921 firefighters local union,147 carbon glen il main street,28,30,4,6,f,0,0,0
S1-491313845,Sterling Triumph LLC,"827 Dusk Circle, St George City, UT",US,sterling triumph llc,827 dusk circle st george city ut,us,sterling triumph,827 dusk circle street george city ut,827,llc sterling triumph,827 circle city dusk george street ut,20,37,3,7,s,0,0,0
S1-740344228,"Patel, Knight & Meza Inc.","432592 310 Road, Vinita, OK",US,patel knight and meza inc,432592 310 road vinita ok,us,patel knight and meza,432592 310 road vinita ok,432592 310,and inc knight meza patel,310 432592 ok road vinita,25,25,5,5,p,0,0,0
S1-33776427,Maa Contractors Private Limited,"Gujarat, Medows Retreet, Association Palodiya, 14, Mahesana, Kalol",India,maa contractors private limited,gujarat medows retreet association palodiya 14 mahesana kalol,india,maa contractors,gujarat medows retreet association palodiya 14 mahesana kalol,14,contractors limited maa private,14 association gujarat kalol mahesana medows palodiya retreet,31,61,4,8,m,0,0,0
S1-744973795,Amazing Services (India) Private Limited,"Indore, Madhya Pradesh, Telephone Nagar, 76, Indore",India,amazing services india private limited,indore madhya pradesh telephone nagar 76 indore,india,amazing services india,indore madhya pradesh telephone nagar 76 indore,76,amazing india limited private services,76 indore indore madhya nagar pradesh telephone,38,47,5,7,a,0,0,0
S1-804211265,"Prime Markets, LLC","15 Winrock Place, Spring, TX",US,prime markets llc,15 winrock place spring tx,us,prime markets,15 winrock place spring tx,15,llc markets prime,15 place spring tx winrock,17,26,3,5,p,0,0,0
S1-331343904,Law Group,"124 Crest Road, East Flat Rock, NC",US,law group,124 crest road east flat rock nc,us,law group,124 crest road east flat rock nc,124,group law,124 crest east flat nc road rock,9,32,2,7,l,0,0,0
S1-867590148,Cathryn Newell Supreme Dte Inc.,"Attleboro, MA, 234 Richardson Avenue",US,cathryn newell supreme dte inc,attleboro ma 234 richardson avenue,us,cathryn newell supreme dte,attleboro ma 234 richardson avenue,234,cathryn dte inc newell supreme,234 attleboro avenue ma richardson,30,34,5,5,c,0,0,0
S1-175951624,"Global Airport, LLC","1615 Midland Road, Southern Pines, NC",US,global airport llc,1615 midland road southern pines nc,us,global airport,1615 midland road southern pines nc,1615,airport global llc,1615 midland nc pines road southern,18,35,3,6,g,0,0,0
S1-156907446,Garcia Bny Inc,"99 Winslow Street, Everett, MA",US,garcia bny inc,99 winslow street everett ma,us,garcia bny,99 winslow street everett ma,99,bny garcia inc,99 everett ma street winslow,14,28,3,5,g,0,0,0
S1-947183627,Malappuram Gupta Private Limited,"Room No. 13/193-N, 3Rd Floor Kp Mall, Manjeri Road, Mankada, Malappuram, Malapuram, Kerala",India,malappuram gupta private limited,room no 13 193 n 3rd floor kp mall manjeri road mankada malappuram malapuram kerala,india,malappuram gupta,room no 13 193 n 3rd floor kp mall manjeri road mankada malappuram malapuram kerala,13 193 3,gupta limited malappuram private,13 193 3rd floor kerala kp malappuram malapuram mall manjeri mankada n no road room,32,83,4,15,m,0,0,0
S1-933440839,Eastern Logistics Private Limited,"#101, Auchyut Mazon, H.No.7-1-621/48, S.R Nagar, Hyderabad, Telangana",India,eastern logistics private limited,101 auchyut mazon h no 7 1 621 48 s r nagar hyderabad telangana,india,eastern logistics,101 auchyut mazon h no 7 1 621 48 s r nagar hyderabad telangana,101 7 1 621 48,eastern limited logistics private,1 101 48 621 7 auchyut h hyderabad mazon nagar no r s telangana,33,63,4,14,e,0,0,0
S1-862752083,Yuma Youth Center LLC,"2453 4th Avenue, Yuma, AZ",US,yuma youth center llc,2453 4th avenue yuma az,us,yuma youth center,2453 4th avenue yuma az,2453 4,center llc youth yuma,2453 4th avenue az yuma,21,23,4,5,y,0,0,0
S1-994193555,UW Life Private Limited,"A 114 Subhash Nagar Shopping Center, Banipark, Jaipur, Rajasthan",India,uw life private limited,a 114 subhash nagar shopping center banipark jaipur rajasthan,india,uw life,a 114 subhash nagar shopping center banipark jaipur rajasthan,114,life limited private uw,114 a banipark center jaipur nagar rajasthan shopping subhash,23,61,4,9,u,0,0,0
S1-790201513,Wells Certified Wheeler,"1861 Columbia 61, AR, Magnolia",US,wells certified wheeler,1861 columbia 61 ar magnolia,us,wells certified wheeler,1861 columbia 61 ar magnolia,1861 61,certified wells wheeler,1861 61 ar columbia magnolia,23,28,3,5,w,0,0,0
S1-696654443,Myatt Integrated Alpha Inc,"WI, Town Of Clayton, 7475 Sunwood Drive",US,myatt integrated alpha inc,wi town of clayton 7475 sunwood drive,us,myatt integrated alpha,wi town of clayton 7475 sunwood drive,7475,alpha inc integrated myatt,7475 clayton drive of sunwood town wi,26,37,4,7,m,0,0,0
S1-628364291,Custom United Independence PLLC,"17221 270th Street, Shafer, MN",US,custom united independence pllc,17221 270th street shafer mn,us,custom united independence pllc,17221 270th street shafer mn,17221 270,custom independence pllc united,17221 270th mn shafer street,31,28,4,5,c,0,0,0
S1-831558264,Consultants Parijat Software Pvt Ltd,"20 Baranarashi Ghosh Street, Kolkata, Calcutta, West Bengal",India,consultants parijat software pvt ltd,20 baranarashi ghosh street kolkata calcutta west bengal,india,consultants parijat software,20 baranarashi ghosh street kolkata calcutta west bengal,20,consultants ltd parijat pvt software,20 baranarashi bengal calcutta ghosh kolkata street west,36,56,5,8,c,0,0,0
S1-876899003,Hari Sky Infra LLP,"B-166, Gali No-2 Nehru Vihar, Karawal Nagar Road, New Delhi, East Delhi, Delhi",India,hari sky infra llp,b 166 gali no 2 nehru vihar karawal nagar road new delhi east delhi delhi,india,hari sky infra,b 166 gali no 2 nehru vihar karawal nagar road new delhi east delhi delhi,166 2,hari infra llp sky,166 2 b delhi delhi delhi east gali karawal nagar nehru new no road vihar,18,73,4,15,h,0,0,0
S1-547550173,Danell Palmer Tavia LLC,"46725 Hawthorn Drive, Deer River, MN",US,danell palmer tavia llc,46725 hawthorn drive deer river mn,us,danell palmer tavia,46725 hawthorn drive deer river mn,46725,danell llc palmer tavia,46725 deer drive hawthorn mn river,23,34,4,6,d,0,0,0
S1-722050409,Ilink Logistics Private Limited,"Sri. Umesh Kumar, Ram Nagari More Ashiana Digha, Road, Kh, Ajpura Pat, Patna, Bihar",India,ilink logistics private limited,sri umesh kumar ram nagari more ashiana digha road kh ajpura pat patna bihar,india,ilink logistics,sri umesh kumar ram nagari more ashiana digha road kh ajpura pat patna bihar,,ilink limited logistics private,ajpura ashiana bihar digha kh kumar more nagari pat patna ram road sri umesh,31,76,4,14,i,0,0,0
S1-171542713,Atlantic Institute II,"115 Rosewood Drive, Clarksville, IN",US,atlantic institute ii,115 rosewood drive clarksville in,us,atlantic institute ii,115 rosewood drive clarksville in,115,atlantic ii institute,115 clarksville drive in rosewood,21,33,3,5,a,0,0,0
S1-950580825,Melaix,"11 A Stonecrest Court, Hobbs, NM",US,melaix,11 a stonecrest court hobbs nm,us,melaix,11 a stonecrest court hobbs nm,11,melaix,11 a court hobbs nm stonecrest,6,30,1,6,m,0,0,0
S1-840031094,Bridges Synchrony LLC,"4595 Taylorsville Highway, NC, Statesville",US,bridges synchrony llc,4595 taylorsville highway nc statesville,us,bridges synchrony,4595 taylorsville highway nc statesville,4595,bridges llc synchrony,4595 highway nc statesville taylorsville,21,40,3,5,b,0,0,0
S1-279718509,Natural Footwear (India) Co,"Flat No. 1, Govind Appartment, N.D Patel Road., Nashik, Maharashtra",India,natural footwear india co,flat no 1 govind appartment n d patel road nashik maharashtra,india,natural footwear india,flat no 1 govind appartment n d patel road nashik maharashtra,1,co footwear india natural,1 appartment d flat govind maharashtra n nashik no patel road,25,61,4,11,n,0,0,0
S1-996672552,Blue Global LLP,"81 Southern Ave, Kolkata, Calcutta, West Bengal",India,blue global llp,81 southern ave kolkata calcutta west bengal,india,blue global,81 southern avenue kolkata calcutta west bengal,81,blue global llp,81 avenue bengal calcutta kolkata southern west,15,47,3,7,b,0,0,0
S1-253448746,"Solance Software, LLC","IL, Robinson, 604 Oil Street",US,solance software llc,il robinson 604 oil street,us,solance software,il robinson 604 oil street,604,llc software solance,604 il oil robinson street,20,26,3,5,s,0,0,0
S1-138168939,Maclaughlin Yorkville of Wilmington Inc,"6 School Road, Wilmington, DE",US,maclaughlin yorkville of wilmington inc,6 school road wilmington de,us,maclaughlin yorkville of wilmington,6 school road wilmington de,6,inc maclaughlin of wilmington yorkville,6 de road school wilmington,39,27,5,5,m,0,0,0
S1-463470385,Delhi Holidays Pvt. Ltd.,"B-405, 4/Flr, Unesco Apartments Indra Prastha Extension, Patparganj, Delhi, East Delhi, Delhi",India,delhi holidays pvt ltd,b 405 4 flr unesco apartments indra prastha extension patparganj delhi east delhi delhi,india,delhi holidays,b 405 4 flr unesco apartments indra prastha extension patparganj delhi east delhi delhi,405 4,delhi holidays ltd pvt,4 405 apartments b delhi delhi delhi east extension flr indra patparganj prastha unesco,22,87,4,14,d,0,0,0
S1-651396775,Arellano & Wagner Pennymac,"NY, 6853 Club Road, Castile",US,arellano and wagner pennymac,ny 6853 club road castile,us,arellano and wagner pennymac,ny 6853 club road castile,6853,and arellano pennymac wagner,6853 castile club ny road,28,25,4,5,a,0,0,0
S1-365785773,City Marketing,"Itl Tower Netaji Subhash Place, 500, Delhi, Block A, New Delhi",India,city marketing,itl tower netaji subhash place 500 delhi block a new delhi,india,city marketing,itl tower netaji subhash place 500 delhi block a new delhi,500,city marketing,500 a block delhi delhi itl netaji new place subhash tower,14,58,2,11,c,0,0,0
S1-390402411,RI Hr Private Limited,"H.No 1/100 G/F Old No.198/1 Gali No. 2 Shri Ram Nagar Near Water Tank, Delhi, New Delhi, Delhi",India,ri hr private limited,h no 1 100 g f old no 198 1 gali no 2 shri ram nagar near water tank delhi new delhi delhi,india,ri hr,h no 1 100 g f old no 198 1 gali no 2 shri ram nagar near water tank delhi new delhi delhi,1 100 198 1 2,hr limited private ri,1 1 100 198 2 delhi delhi delhi f g gali h nagar near new no no no old ram shri tank water,21,90,4,23,r,0,0,0
S1-745817749,Pushp Chemicals Limited,"Room No.303 B, C.R.Complex, R.K Bhatiacharya Road Pirmohani, Patna, Bihar",India,pushp chemicals limited,room no 303 b c r complex r k bhatiacharya road pirmohani patna bihar,india,pushp chemicals,room no 303 b c r complex r k bhatiacharya road pirmohani patna bihar,303,chemicals limited pushp,303 b bhatiacharya bihar c complex k no patna pirmohani r r road room,23,69,3,14,p,0,0,0
S1-188681702,Flansburg Direct Golden LLC,"1100 Hanford Place, Concord, NC",US,flansburg direct golden llc,1100 hanford place concord nc,us,flansburg direct golden,1100 hanford place concord nc,1100,direct flansburg golden llc,1100 concord hanford nc place,27,29,4,5,f,0,0,0
S1-998953235,Dermatology Crystal Center Inc,"1475 Orleans Street, Memphis, TN",US,dermatology crystal center inc,1475 orleans street memphis tn,us,dermatology crystal center,1475 orleans street memphis tn,1475,center crystal dermatology inc,1475 memphis orleans street tn,30,30,4,5,d,0,0,0
S1-332406276,Central Diagnostic Innovations,"835 Guston Road, Guston, KY",US,central diagnostic innovations,835 guston road guston ky,us,central diagnostic innovations,835 guston road guston ky,835,central diagnostic innovations,835 guston guston ky road,30,25,3,5,c,0,0,0
S1-181963191,Mumbai Solutions Private Limited,"Office No 302, Floor 3, Plot - 89, Ararat Building Nagindas Master Lane, Hutatma Chowk, For, T, Mumbai, Mumbai City, Maharashtra",India,mumbai solutions private limited,office no 302 floor 3 plot 89 ararat building nagindas master lane hutatma chowk for t mumbai mumbai city maharashtra,india,mumbai solutions,office no 302 floor 3 plot 89 ararat building nagindas master lane hutatma chowk for t mumbai mumbai city maharashtra,302 3 89,limited mumbai private solutions,3 302 89 ararat building chowk city floor for hutatma lane maharashtra master mumbai mumbai nagindas no office plot t,32,117,4,20,m,0,0,0
S1-968882536,MGM Tools Pvt. Ltd.,"H. No. 8/21, Khichripur, Delhi, North East, Delhi",India,mgm tools pvt ltd,h no 8 21 khichripur delhi north east delhi,india,mgm tools,h no 8 21 khichripur delhi north east delhi,8 21,ltd mgm pvt tools,21 8 delhi delhi east h khichripur no north,17,43,4,9,m,0,0,0
S1-929251082,Verde Poultry Pvt Ltd,"16 Kishan Lal Burman Road, Salkia, Howrah, West Bengal",India,verde poultry pvt ltd,16 kishan lal burman road salkia howrah west bengal,india,verde poultry,16 kishan lal burman road salkia howrah west bengal,16,ltd poultry pvt verde,16 bengal burman howrah kishan lal road salkia west,21,51,4,9,v,0,0,0
S1-178625152,Ridge Staffing PC,"1425 Railway Avenue, Minot, ND",US,ridge staffing pc,1425 railway avenue minot nd,us,ridge staffing,1425 railway avenue minot nd,1425,pc ridge staffing,1425 avenue minot nd railway,17,28,3,5,r,0,0,0
S1-380672977,Hooser's Properties,"119 Allnutt Drive, Frankfort, KY",US,hooser s properties,119 allnutt drive frankfort ky,us,hooser s properties,119 allnutt drive frankfort ky,119,hooser properties s,119 allnutt drive frankfort ky,19,30,3,5,h,0,0,0
S1-744129313,"Lagrone, Amaya and Rees Charles LLC","933 Rives Street, Charlottesville City, VA",US,lagrone amaya and rees charles llc,933 rives street charlottesville city va,us,lagrone amaya and rees charles,933 rives street charlottesville city va,933,amaya and charles lagrone llc rees,933 charlottesville city rives street va,34,40,6,6,l,0,0,0
S1-154796075,Chiropractic Liberty Center,"York County, VA, 1400 E Piccadilly Loop",US,chiropractic liberty center,york county va 1400 e piccadilly loop,us,chiropractic liberty center,york county va 1400 e piccadilly loop,1400,center chiropractic liberty,1400 county e loop piccadilly va york,27,37,3,7,c,0,0,0
S1-956785978,"Ream, Madge J., M.D., P.C.","2812 Saint Croix Drive, Fairfax County, VA",US,ream madge j m d p c,2812 saint croix drive fairfax county va,us,ream madge j m d p c,2812 saint croix drive fairfax county va,2812,c d j m madge p ream,2812 county croix drive fairfax saint va,20,40,7,7,r,0,0,0
S1-356398938,Nexque Westin LLC,"801 Lee Street, Gibsonville, NC",US,nexque westin llc,801 lee street gibsonville nc,us,nexque westin,801 lee street gibsonville nc,801,llc nexque westin,801 gibsonville lee nc street,17,29,3,5,n,0,0,0
S1-926867729,Manipuri Automotive Pvt Ltd,"5/1223 Raghurajpuri Railway Station Manipuri, Manipuri, Mainpuri, Uttar Pradesh",India,manipuri automotive pvt ltd,5 1223 raghurajpuri railway station manipuri manipuri mainpuri uttar pradesh,india,manipuri automotive,5 1223 raghurajpuri railway station manipuri manipuri mainpuri uttar pradesh,5 1223,automotive ltd manipuri pvt,1223 5 mainpuri manipuri manipuri pradesh raghurajpuri railway station uttar,27,76,4,10,m,0,0,0
S1-740119573,Womens Health Clinic,"IL, 4637 Laramie Avenue, Chicago",US,womens health clinic,il 4637 laramie avenue chicago,us,womens health clinic,il 4637 laramie avenue chicago,4637,clinic health womens,4637 avenue chicago il laramie,20,30,3,5,w,0,0,0
S1-24032871,JLH Institute Partners,"Kollam, Kerala, Ap/Xiv/61, Pathanapuram",India,jlh institute partners,kollam kerala ap xiv 61 pathanapuram,india,jlh institute partners,kollam kerala ap xiv 61 pathanapuram,61,institute jlh partners,61 ap kerala kollam pathanapuram xiv,22,36,3,6,j,0,0,0
S1-724699278,Eastern Finance Private Limited,"Jd-30 D G-8 Areahari Nagar Maya Puri, Delhi, North Delhi, Delhi",India,eastern finance private limited,jd 30 d g 8 areahari nagar maya puri delhi north delhi delhi,india,eastern finance,jd 30 d g 8 areahari nagar maya puri delhi north delhi delhi,30 8,eastern finance limited private,30 8 areahari d delhi delhi delhi g jd maya nagar north puri,31,60,4,13,e,0,0,0
S1-955777542,Summit Corporation P.C.,"95 Stevenson Street, Buffalo, NY",US,summit corporation p c,95 stevenson street buffalo ny,us,summit p c,95 stevenson street buffalo ny,95,c corporation p summit,95 buffalo ny stevenson street,22,30,4,5,s,0,0,0
S1-331189951,Jack Consultancy,"Murshidabad, West Bengal, C/O Tapan Das, V-Jatkamal Po. Jangipur, Murshidabad",India,jack consultancy,murshidabad west bengal c o tapan das v jatkamal po jangipur murshidabad,india,jack consultancy,murshidabad west bengal c o tapan das v jatkamal po jangipur murshidabad,,consultancy jack,bengal c das jangipur jatkamal murshidabad murshidabad o po tapan v west,16,72,2,12,j,0,0,0
S1-843427752,Sanchez Treasury,"3731 Polk Loop, Monticello, IN",US,sanchez treasury,3731 polk loop monticello in,us,sanchez treasury,3731 polk loop monticello in,3731,sanchez treasury,3731 in loop monticello polk,16,28,2,5,s,0,0,0
S1-149803252,Chai Trust,"7 1 55/3, Flat No 103, Sri Sai Kasi Mansions, Kirlampudi Layout, Chinna Waltair, Visakhapatnam, Vishakhapatnam, Andhra Pradesh",India,chai trust,7 1 55 3 flat no 103 sri sai kasi mansions kirlampudi layout chinna waltair visakhapatnam vishakhapatnam andhra pradesh,india,chai trust,7 1 55 3 flat no 103 sri sai kasi mansions kirlampudi layout chinna waltair visakhapatnam vishakhapatnam andhra pradesh,7 1 55 3 103,chai trust,1 103 3 55 7 andhra chinna flat kasi kirlampudi layout mansions no pradesh sai sri visakhapatnam vishakhapatnam waltair,10,119,2,19,c,0,0,0
S1-555751497,Raj Exports Pvt Ltd,"E-147, 2Nd Floor Lajpat Nagar-1, New Delhi, South Delhi, Delhi",India,raj exports pvt ltd,e 147 2nd floor lajpat nagar 1 new delhi south delhi delhi,india,raj exports,e 147 2nd floor lajpat nagar 1 new delhi south delhi delhi,147 2 1,exports ltd pvt raj,1 147 2nd delhi delhi delhi e floor lajpat nagar new south,19,58,4,12,r,0,0,0
S1-767519147,Raff & Henry Bakery,"2663 Dakota Street, Bryans Road, MD",US,raff and henry bakery,2663 dakota street bryans road md,us,raff and henry bakery,2663 dakota street bryans road md,2663,and bakery henry raff,2663 bryans dakota md road street,21,33,4,6,r,0,0,0
S1-507301117,"Levin & Favorite, Inc","8522 Reed Drive, Emerald Isle, NC",US,levin and favorite inc,8522 reed drive emerald isle nc,us,levin and favorite,8522 reed drive emerald isle nc,8522,and favorite inc levin,8522 drive emerald isle nc reed,22,31,4,6,l,0,0,0
S1-396217201,Integrity Sciences Private Limited,"Plot No. W-141, Ttc Midc, Khairane, Thane, Thane, Maharashtra",India,integrity sciences private limited,plot no w 141 ttc midc khairane thane thane maharashtra,india,integrity sciences,plot no w 141 ttc midc khairane thane thane maharashtra,141,integrity limited private sciences,141 khairane maharashtra midc no plot thane thane ttc w,34,55,4,10,i,0,0,0
S1-357989017,Bharat Farms Pvt Ltd,"Shop -406, 2Nd Floor, Poddar Plaza, Ghod Dod Road, Surat, Surat, Gujarat",India,bharat farms pvt ltd,shop 406 2nd floor poddar plaza ghod dod road surat surat gujarat,india,bharat farms,shop 406 2nd floor poddar plaza ghod dod road surat surat gujarat,406 2,bharat farms ltd pvt,2nd 406 dod floor ghod gujarat plaza poddar road shop surat surat,20,65,4,12,b,0,0,0
S1-311847071,Family Partners,"15974 74th Lane, Peoria, AZ",US,family partners,15974 74th lane peoria az,us,family partners,15974 74th lane peoria az,15974 74,family partners,15974 74th az lane peoria,15,25,2,5,f,0,0,0
S1-767637123,TAN Technologies Pvt Ltd,"Kancheepuram, No.6, Tamil Nadu, Chennai, Padmavathy Nagar Manapakkam Main Road, Kolappakkam",India,tan technologies pvt ltd,kancheepuram no 6 tamil nadu chennai padmavathy nagar manapakkam main road kolappakkam,india,tan technologies,kancheepuram no 6 tamil nadu chennai padmavathy nagar manapakkam main road kolappakkam,6,ltd pvt tan technologies,6 chennai kancheepuram kolappakkam main manapakkam nadu nagar no padmavathy road tamil,24,86,4,12,t,0,0,0
S1-840247873,City Hospitality Private Limited,"Plot.No.7, Kp Nagar, Menendal, Tamil Nadu, Madurai North, Madurai, No.1/11A",India,city hospitality private limited,plot no 7 kp nagar menendal tamil nadu madurai north madurai no 1 11a,india,city hospitality,plot no 7 kp nagar menendal tamil nadu madurai north madurai no 1 11a,7 1 11,city hospitality limited private,1 11a 7 kp madurai madurai menendal nadu nagar no no north plot tamil,32,69,4,14,c,0,0,0
S1-685864585,Vr Rubber,"116/7/812/1333/19 S/F Naiwala Karol Bagh, Delhi, Central Delhi, Delhi",India,vr rubber,116 7 812 1333 19 s f naiwala karol bagh delhi central delhi delhi,india,vr rubber,116 7 812 1333 19 s f naiwala karol bagh delhi central delhi delhi,116 7 812 1333 19,rubber vr,116 1333 19 7 812 bagh central delhi delhi delhi f karol naiwala s,9,66,2,14,v,0,0,0
S1-378024246,Bright Systems Pvt Ltd,"55, Geeta Path, Suraj Nagar, Civil Lines, Jaipur, Rajasthan",India,bright systems pvt ltd,55 geeta path suraj nagar civil lines jaipur rajasthan,india,bright systems,55 geeta path suraj nagar civil lines jaipur rajasthan,55,bright ltd pvt systems,55 civil geeta jaipur lines nagar path rajasthan suraj,22,54,4,9,b,0,0,0
S1-621086607,Aileen Huse Sports LLC,"5417 Ebenezer Road, White Marsh, MD",US,aileen huse sports llc,5417 ebenezer road white marsh md,us,aileen huse sports,5417 ebenezer road white marsh md,5417,aileen huse llc sports,5417 ebenezer marsh md road white,22,33,4,6,a,0,0,0
S1-473333787,Lorenzana's Great Security Services,"15211 Heron Park Drive, Humble, TX",US,lorenzana s great security services,15211 heron park drive humble tx,us,lorenzana s great security services,15211 heron park drive humble tx,15211,great lorenzana s security services,15211 drive heron humble park tx,35,32,5,6,l,0,0,0
S1-505257686,"Konrad Heritage City, Inc","8935 Parkview Circle, Chisago City, MN",US,konrad heritage city inc,8935 parkview circle chisago city mn,us,konrad heritage city,8935 parkview circle chisago city mn,8935,city heritage inc konrad,8935 chisago circle city mn parkview,24,36,4,6,k,0,0,0
S1-305643083,Lotus Logistics Private Limited,"Gayathricheriyanad P O Chengannur, Alleppey, Alappuzha, Kerala",India,lotus logistics private limited,gayathricheriyanad p o chengannur alleppey alappuzha kerala,india,lotus logistics,gayathricheriyanad p o chengannur alleppey alappuzha kerala,,limited logistics lotus private,alappuzha alleppey chengannur gayathricheriyanad kerala o p,31,59,4,7,l,0,0,0
S1-417534835,Becker Charter,"2322 Seneca Street, Buffalo, NY",US,becker charter,2322 seneca street buffalo ny,us,becker charter,2322 seneca street buffalo ny,2322,becker charter,2322 buffalo ny seneca street,14,29,2,5,b,0,0,0
S1-761890917,Ceque,"2668 Macks Lane, Eastover, NC",US,ceque,2668 macks lane eastover nc,us,ceque,2668 macks lane eastover nc,2668,ceque,2668 eastover lane macks nc,5,27,1,5,c,0,0,0
S1-28062312,Desert Federal Drive Holdings,"15855 -A Calvin Richerson Road, Bay Minette, AL",US,desert federal drive holdings,15855 a calvin richerson road bay minette al,us,desert federal drive holdings,15855 a calvin richerson road bay minette al,15855,desert drive federal holdings,15855 a al bay calvin minette richerson road,29,44,4,8,d,0,0,0
S1-428406155,Custom Security Services,"17 7th Street, Indiana, PA",US,custom security services,17 7th street indiana pa,us,custom security services,17 7th street indiana pa,17 7,custom security services,17 7th indiana pa street,24,24,3,5,c,0,0,0
S1-126736366,Raber Interests PLLC,"3818 Napier Field Road, Unit Lot C306, Dothan, AL",US,raber interests pllc,3818 napier field road unit lot c306 dothan al,us,raber interests pllc,3818 napier field road unit lot c306 dothan al,3818 306,interests pllc raber,3818 al c306 dothan field lot napier road unit,20,46,3,9,r,0,0,0
S1-878988377,Advanced Strategic Alternative,"8 Rabbit Run, Wirt, NY",US,advanced strategic alternative,8 rabbit run wirt ny,us,advanced strategic alternative,8 rabbit run wirt ny,8,advanced alternative strategic,8 ny rabbit run wirt,30,20,3,5,a,0,0,0
