source1_entity_id,matched_entity_ids
S1-724116685,"S2-397300046,S2-719116003,S2-956317310,S3-301602801"
S1-954517023,"S2-877384466,S2-346914818,S3-270048987,S3-859520399"
S1-945356542,"S2-247338572,S3-834548687,S3-813919643,S3-539527141"
S1-100788070,"S2-463346503,S2-436363819,S3-680236521"
S1-426043195,"S2-204896150,S3-690979758"
S1-290944557,"S2-398362977,S2-666499123,S3-418326772,S3-304236537,S3-919796043,S3-5784534"
S1-592924180,"S2-143054298,S3-978743120,S3-235270528"
S1-927509773,"S2-576929411,S2-377299995,S3-292331096,S3-664183492"
S1-696803962,"S2-744847545,S2-68629836,S2-928987867,S3-21206727"
S1-920581266,"S2-447463461,S2-692863377,S2-364457119,S3-603705051,S3-867805180"
S1-622156009,"S2-274980101,S2-546467593"
S1-271283500,S3-92190211
S1-892385686,"S2-827898058,S2-829184987,S3-369107859"
S1-772158858,"S2-371847727,S3-446071153,S3-521046621"
S1-663800097,"S2-118278129,S2-59226819,S3-858092759,S3-686736939,S3-739602099"
S1-351321881,"S2-239551120,S3-866152159,S3-816592319"
S1-388026225,
S1-597915400,"S2-945841775,S2-731916854,S2-755459659,S2-230162191,S3-888481414,S3-14375343"
S1-229229098,"S2-787671771,S2-190778201,S2-947380563,S2-964225036,S3-254078729,S3-216548737,S3-36075410,S3-617157162"
S1-861131499,"S2-505075627,S3-137872816,S3-989543431"
S1-170202464,S2-459170314
S1-989262003,"S2-125147617,S2-760213110,S3-915859261,S3-423659273,S3-577093805"
S1-96324507,"S2-219821401,S2-751108149,S2-792204186,S2-908464522,S3-924121409,S3-503760431,S3-645653734"
S1-867652565,"S2-596156271,S3-878191694"
S1-18914275,S2-508288147
S1-259921993,"S2-197151388,S3-730215432,S3-13232799"
S1-190355806,"S2-893626779,S2-814960722"
S1-386115147,"S2-731587291,S3-577256473"
S1-526622567,"S2-41082952,S2-358550837,S3-283283718"
S1-525341839,"S2-11197095,S2-31941244,S2-607507605,S2-719453476,S3-78876997,S3-7474420,S3-677688858,S3-495962624"
S1-617725719,"S2-651283733,S2-202162578,S3-362960054,S3-415670089"
S1-297604972,"S2-368801554,S2-858216427,S2-749554826,S2-637931089,S3-400492722"
S1-116582163,"S2-112432032,S3-834634246,S3-135927219"
S1-844673334,"S3-882782454,S3-40310316,S3-774633665"
S1-326965019,"S2-640960747,S3-997124056"
S1-217857112,"S2-858871474,S2-183597753,S3-53126670,S3-82318961,S3-701333674,S3-356043107,S3-747006120"
S1-910725772,"S2-122075796,S2-405630363,S3-955645440"
S1-175381032,"S2-579839413,S2-258942556,S3-17314555,S3-553451482"
S1-641191865,"S2-575680388,S3-217709040,S3-195660033,S3-736585632,S3-363585696"
S1-982725776,"S2-156378510,S3-498378248"
S1-167903759,"S2-682557333,S2-381762733,S2-344645275,S3-449931183,S3-131275618,S3-643575724,S3-815222294"
S1-513559105,"S2-272415509,S2-766293249,S3-622189772,S3-547931582"
S1-810381941,"S3-570299222,S3-148334544,S3-892018327,S3-234042343,S3-639798716"
S1-183631091,"S2-849085334,S3-349970646,S3-796502240"
S1-490632905,"S2-946234930,S2-130266225,S2-40373375,S3-342941721"
S1-673249258,S2-957629815
S1-587140222,"S2-80168040,S2-637663493,S3-595947230,S3-710484153"
S1-234865918,"S2-450982663,S2-219300714,S3-379645165,S3-391127130"
S1-144320833,S2-95477573
S1-817271547,"S2-650816515,S3-996064406"
S1-560432973,"S2-156679177,S2-628499074,S3-782986641,S3-579944076"
S1-922675398,"S2-286927188,S3-784340503,S3-473613678"
S1-573782238,"S2-680801447,S3-26577461"
S1-173739456,"S2-745628502,S2-474984056,S3-868925207"
S1-339660113,"S2-248230013,S2-25042133,S3-693486148"
S1-55312754,"S2-944540654,S2-500156017,S2-696935729,S3-430949570"
S1-665016479,"S2-119366564,S2-501964342,S3-33474989"
S1-13769216,"S2-519902081,S3-161411786,S3-471479452"
S1-747123242,
S1-323639527,"S2-194182221,S2-548126035,S3-21974561,S3-176171331,S3-68957597,S3-883151105"
S1-428337458,"S2-312747974,S3-677686666,S3-787205219"
S1-791207641,"S2-792602077,S2-571085744,S2-467406501,S3-291786673,S3-439927945"
S1-806767245,"S2-489620349,S3-725932959,S3-95389496"
S1-123461633,"S2-734237765,S3-778715567"
S1-972614925,"S2-193326442,S2-870686726,S3-837542435,S3-224875366"
S1-266801071,"S2-458814625,S3-851099180,S3-635689007"
S1-784959610,"S2-201952596,S2-657163256,S2-488309962,S3-148926608"
S1-660817610,"S2-129148581,S2-200121538,S3-869360385,S3-46087689"
S1-720355138,"S2-837776938,S3-156699145"
S1-787247498,"S2-636335569,S2-347786365,S3-442713312"
S1-3600221,"S2-9384735,S2-739498729,S2-131120758,S3-419161524"
S1-368721172,"S2-119046828,S2-627138594,S2-177141868,S3-449245898"
S1-687834970,"S2-645819700,S3-341785358"
S1-91453329,S3-868822842
S1-654970507,
S1-370639134,"S2-798033675,S3-409136539,S3-250256731"
S1-723933433,"S2-595699792,S3-428301742,S3-38100439"
S1-876606872,"S2-453069783,S3-560316729"
S1-363694836,"S2-838503117,S2-407471010,S3-97349987,S3-775451169,S3-860274754"
S1-821448844,"S2-67338430,S3-144615512"
S1-703067536,"S2-932376974,S3-467659188,S3-551064796"
S1-201763086,"S2-292863418,S3-135702761"
S1-189009419,"S2-513806784,S2-103969033,S2-29309415,S2-507033552,S3-722189206"
S1-514000057,"S3-90096299,S3-682812814"
S1-819847237,"S2-71405247,S3-220257130,S3-834039122"
S1-346280465,"S2-83595480,S2-409092274,S3-878789534,S3-62944039"
S1-127742145,"S2-933219580,S3-101242016,S3-287884226"
S1-871816223,"S2-153036511,S2-83676479,S3-619658095,S3-340406137,S3-14755954"
S1-642433912,"S2-38287710,S3-322764105"
S1-400205480,"S2-551733314,S3-150495030,S3-882799018"
S1-836140733,"S2-732257340,S2-147818866,S2-439190469,S2-434155794,S3-168153013"
S1-965835950,"S2-777133665,S2-227459424,S3-78849868,S3-535043554,S3-300845973"
S1-688192310,
S1-985611673,"S2-13244877,S2-8631911,S3-348074151"
S1-151672450,"S2-804664182,S2-470655227,S3-225952682"
S1-997025290,"S2-933969973,S3-712668333,S3-595421447"
S1-812505067,"S2-241690656,S2-210649645,S2-356654780,S3-216174606"
S1-618624127,"S2-641617263,S2-683561888,S2-516888315,S2-611025681,S2-84528031,S3-524514701,S3-556259876"
S1-732962515,"S2-27668998,S3-848582849,S3-83457359,S3-758361212"
S1-90618292,"S2-574160414,S2-311686375,S2-908711292,S3-45334353,S3-249285067"
S1-937605304,"S2-444515296,S3-104705634,S3-165933726"
S1-880204529,
S1-435967185,S2-512480472
S1-316125744,S2-64629142
S1-343612833,"S2-342235140,S2-659191477,S3-218707962,S3-152117157,S3-645238645,S3-478048401,S3-661098171"
S1-658810990,"S2-915223673,S2-860773736,S3-764599275,S3-178817670"
S1-69780258,"S2-574353352,S2-479299123,S2-124762872,S3-902222162"
S1-827621755,"S2-243620534,S2-618406158,S3-45420009,S3-253066583,S3-748319163"
S1-695394073,
S1-963743420,"S2-176206872,S2-448396521,S2-709560570,S3-308248502,S3-406039933,S3-588931365"
S1-871177081,"S2-369980182,S2-446611374,S3-744636679,S3-445138905,S3-943909281"
S1-987746680,"S2-289044105,S2-353716542,S2-19911540,S3-426700448"
S1-927775711,"S2-956542988,S2-670379724,S3-277363205,S3-40855129,S3-517999327"
S1-97672396,"S2-540121700,S2-54271154,S3-183702375,S3-629581355,S3-869613638"
S1-505282303,"S2-328065607,S3-318606957"
S1-274841473,"S2-114618640,S2-525757897,S2-560248979,S2-978597819,S3-839708499"
S1-469941470,"S2-891873622,S3-605776773,S3-498123784"
S1-776715892,"S2-372110113,S2-515388269,S3-291911940,S3-955204630,S3-734311338"
S1-189181683,S2-167269529
S1-380562304,"S2-716636052,S3-634464585,S3-448735061,S3-86869702"
S1-191560269,"S2-321299931,S3-825234386"
S1-883249669,"S2-149570412,S2-258011521,S2-154267753,S2-333205531,S3-887769087"
S1-113347240,"S2-33256062,S3-181811215,S3-206363327"
S1-463828781,"S2-636208278,S3-488815529,S3-537042105"
S1-464116166,"S2-30166316,S2-452549340,S2-631020714,S2-26609844,S3-87391766,S3-446673189,S3-523704672"
S1-741384430,"S3-150419585,S3-998379728"
S1-625368825,"S2-317953903,S3-839992250,S3-379855203"
S1-919678902,"S2-202453127,S2-714812840,S3-742253543"
S1-762592431,"S2-111123280,S3-353850689"
S1-112057489,"S2-805011852,S3-791314643"
S1-865104269,"S2-608375355,S2-154267107,S3-53923584,S3-119357031"
S1-881637509,"S2-36045386,S2-303268644,S3-793864000,S3-25481552"
S1-433924282,"S2-99039106,S3-482348069,S3-516001285"
S1-747623115,"S2-463659759,S3-970711629"
S1-681587601,"S2-528056783,S2-887099604,S2-383761752"
S1-525898518,S2-442984376
S1-640222885,"S2-55844465,S3-89663276"
S1-831272512,"S2-131567029,S3-141027315,S3-250207352,S3-119181726"
S1-767991483,"S2-915736148,S3-471296954,S3-341292240,S3-232128141"
S1-296631077,"S2-607323510,S2-65824081,S2-175223785,S2-267787512,S3-376580408"
S1-55725923,"S3-128058241,S3-586713253,S3-774202755,S3-825228879"
S1-966138800,
S1-837376640,"S2-144078054,S2-976934237,S3-73447805,S3-181160897"
S1-218151326,"S3-578733593,S3-352161037,S3-922986941,S3-633611777"
S1-624431341,"S2-45131484,S2-306117938,S2-189039407,S3-846994785,S3-362258997,S3-533066200"
S1-549077431,"S2-995615420,S2-265574512,S2-998334777,S3-276405987"
S1-131916897,"S3-542867627,S3-499435229"
S1-58235594,"S2-825275477,S3-798711147"
S1-870288035,"S2-524962010,S2-596820976,S2-663560080,S2-390882739,S3-420289203"
S1-57822711,"S2-655488877,S2-649219179,S2-151204280,S3-317206675,S3-510679463"
S1-144706445,"S2-181363417,S2-507369432,S2-811457247,S2-796385182,S3-166695477"
S1-191136507,"S2-307275204,S2-689914488,S3-214668565,S3-25442997"
S1-753843914,"S2-854894396,S2-697245145,S3-751202244,S3-78467331"
S1-334706049,"S2-902706268,S2-283602057,S3-33260976,S3-60685718,S3-339939790,S3-797499072"
S1-268101943,"S2-197595697,S3-988398899,S3-753211221"
S1-245933944,"S2-383899632,S2-647481951,S2-597479694,S3-797601991,S3-57288380,S3-727891982"
S1-397018302,S3-657655651
S1-433945674,S2-50887724
S1-807253308,"S2-290415268,S3-153089982,S3-429284152,S3-971784543"
S1-101445397,"S2-864095982,S2-313350269,S3-4337002,S3-966255122"
S1-733823693,"S2-733644234,S3-597841130,S3-938528299,S3-834485792,S3-855715946,S3-269683737"
S1-437738177,"S2-99288133,S2-377283303,S3-804238150"
S1-321751953,"S2-745535514,S2-748412914,S2-922507175,S3-561070419,S3-424895196,S3-303430909,S3-964730852,S3-989196483,S3-989004565"
S1-997328090,S3-590127655
S1-845256285,"S2-7488207,S2-359549511,S3-899675938,S3-423814065"
S1-638710413,"S2-470680145,S2-164337155,S2-188156537,S2-474004689,S3-78837216"
S1-728069416,"S2-846100888,S3-315871875"
S1-935158896,"S2-427363098,S2-308268969,S2-537684182,S3-310012347,S3-799543949,S3-142706208"
S1-424951732,"S3-329265636,S3-556095257,S3-121059559,S3-982517356,S3-512455969"
S1-711164172,"S2-250798653,S2-994988451,S2-915297443,S2-375017273,S3-843840230,S3-562923310,S3-977765301,S3-62908337"
S1-353397431,"S2-76808558,S3-170778078"
S1-27138146,
S1-104539904,"S2-825480587,S3-122985603,S3-501623322,S3-854427188"
S1-946185185,"S3-507137845,S3-358108540,S3-733186479,S3-591985641"
S1-218048674,"S2-54120441,S2-784158407,S3-189941503"
S1-647436953,"S2-417169554,S2-911534301,S2-581080697,S3-34437105,S3-587570117"
S1-94172981,"S2-528827942,S3-96511376,S3-294249110"
S1-341503346,"S2-467387056,S2-705702448,S2-910086744"
S1-294865850,"S2-525909767,S2-420470739,S3-216244393,S3-502670843,S3-799402931"
S1-214569401,"S2-143975290,S2-145185902,S2-418374784,S2-379723036,S3-722029438,S3-613386906,S3-205446535,S3-703072650"
S1-261857753,"S2-649939897,S2-942423426,S2-882166907,S3-186505920,S3-864265709,S3-773305663,S3-414324478"
S1-722228583,"S2-224525020,S2-387034895,S2-776064453,S2-415974292,S3-945967628,S3-77919724,S3-323679456"
S1-997512180,"S2-965249668,S3-459673572"
S1-559892121,
S1-183834342,"S2-498141298,S2-506884752,S3-215616151,S3-890986960,S3-447187855,S3-592397222"
S1-70133842,"S2-392008517,S3-862937894,S3-566068720"
S1-781315776,"S2-482619434,S2-942021362,S2-11263847,S2-915675011,S3-597149982,S3-464470022"
S1-589877025,"S2-387312952,S2-682680370,S3-18877889,S3-866466719,S3-95727193"
S1-320741270,"S2-763085069,S2-43604144,S2-147254199,S2-278196747,S3-44828249"
S1-457029658,"S2-194080273,S3-242542860,S3-250677461"
S1-699581077,"S2-472847604,S2-272244295,S3-428247384"
S1-521604944,"S2-550804967,S2-686704226,S3-273202179,S3-878198853,S3-276147465"
S1-447452795,"S2-995233298,S3-366674728"
S1-301525050,"S3-684927566,S3-918347156"
S1-402311250,"S2-583821423,S3-500706572"
S1-124149196,"S2-951463245,S2-178038382,S2-915940431,S3-138124067,S3-598443675"
S1-959124216,"S2-712851315,S2-678564188,S3-982386118,S3-371071064"
S1-464378427,"S2-755008640,S3-253394015"
S1-991015207,"S2-160604973,S3-109473170,S3-941450331"
S1-751987862,"S2-794228360,S3-496317378,S3-590820526"
S1-522974889,"S3-773217457,S3-224677681,S3-785000349,S3-929086938"
S1-222366068,"S2-356643548,S3-230475298,S3-793109077"
S1-25465737,"S2-820578719,S3-524564712,S3-118026825"
S1-525182270,"S2-314543518,S3-801864419,S3-380800624"
S1-646966757,"S2-828814691,S2-859319260,S3-86246233"
S1-285610230,"S3-971390120,S3-357309885"
S1-137657923,"S2-646739691,S2-563435372,S3-650575358,S3-645733305,S3-287722153,S3-741105340"
S1-364183285,"S2-322141027,S3-259899088"
S1-545794800,"S2-911382192,S3-625458328,S3-519556546"
S1-274020395,"S2-405475306,S2-912083618,S2-300050343,S3-160144226,S3-892824530"
S1-481203335,
S1-248443415,"S3-206284554,S3-274602347,S3-30720825"
S1-847093601,"S2-801835480,S3-492105588,S3-487021124"
S1-570638182,"S2-222030307,S3-820309091"
S1-943221774,"S2-203593400,S2-548063867,S2-943682295,S2-86472613,S3-948987109"
S1-779866134,"S2-276355156,S3-314979107"
S1-922708518,
S1-6120435,"S2-692687283,S2-629573383,S3-472486652,S3-1095114"
S1-292207295,"S2-148758360,S2-968177364,S3-755596405,S3-811547114"
S1-512820772,"S2-598479104,S3-742470318,S3-246045248,S3-347087820"
S1-924191378,"S2-387978437,S2-564090077,S2-642891919,S3-882818509,S3-718011018"
S1-344237750,"S2-925740707,S2-77436453,S2-668259804,S2-569862919,S3-353714279,S3-160526489,S3-941026643,S3-59963001"
S1-944564080,"S2-780307517,S2-451455100,S3-591218575,S3-993537527"
S1-587557495,"S2-932502027,S2-513934939,S2-892996565,S3-694413181,S3-383827914"
S1-778406217,S2-296917896
S1-82722232,S3-512555365
S1-335438802,"S2-405350842,S3-856147952,S3-681143291,S3-60020107,S3-154654840"
S1-185306530,"S2-954202033,S3-955762380,S3-250319038"
S1-208073997,"S2-442527427,S2-798395068,S2-373981938,S2-949622575,S3-240408586,S3-6484481"
S1-968227440,"S2-174158291,S2-759844738,S2-886166126,S2-786204647,S2-345304475,S3-956947486,S3-293674596"
S1-215253278,"S2-592998863,S2-685975340,S3-152920001,S3-67298946,S3-753186956"
S1-906081595,S3-483825659
S1-765096540,"S2-922561477,S3-354354770"
S1-792504945,"S2-735690105,S2-434166334,S2-397671967,S3-701433870"
S1-130593673,"S2-599668227,S3-966449144,S3-217264563,S3-736645517"
S1-515507236,"S2-653937442,S2-73473402"
S1-603017737,S2-38333078
S1-287939193,"S2-229681198,S2-572783560,S2-660391066,S3-937585429"
S1-718771906,"S2-274676036,S3-384768329,S3-95113266"
S1-570121120,"S2-271614379,S2-959452571,S3-967361993,S3-469781692"
S1-850222437,"S2-742943945,S2-932995003,S2-928777348,S3-827422683,S3-839818871"
S1-818654914,"S2-994700759,S2-542214245,S3-571886954,S3-448626983,S3-405614190,S3-802002715,S3-31454136"
S1-599015472,"S2-644298558,S3-529227062,S3-750030875,S3-64319280,S3-3576170"
S1-470655637,"S2-875183350,S3-473382370,S3-445038064"
S1-665267631,"S2-776508574,S2-944142611,S3-968527031"
S1-869106603,
S1-379730629,"S2-603422866,S2-305060598,S2-577466113,S2-483987300,S3-345103557"
S1-288733102,"S2-756911367,S3-994299360,S3-54995471"
S1-346749147,"S2-283707523,S3-710361339"
S1-747065596,"S2-412722853,S2-875981549,S3-120680587"
S1-21462004,"S2-946022057,S2-468277604,S3-837449773"
S1-617209717,"S2-485032007,S2-63883486,S2-581896632,S3-718613714"
S1-442158893,"S3-642711293,S3-807177031"
S1-339492383,"S2-203604499,S3-461642672"
S1-81499116,"S2-890847671,S3-325380963,S3-666122750"
S1-573419341,S3-608502047
S1-834586556,
S1-664355108,"S2-797243298,S2-385686651,S3-83870341"
S1-164752215,"S2-794038892,S2-944023435,S2-320507281,S2-166601439,S3-182240098,S3-871625342,S3-783412626"
S1-411400175,"S2-497496559,S2-438347918,S2-467421480,S3-42823010,S3-204412512"
S1-973570350,"S2-919155124,S2-89146958,S2-699618589,S2-904737511,S3-493106705,S3-986359575"
S1-271274103,"S2-197404339,S3-78081238,S3-716496332"
S1-234349869,"S2-954562409,S2-639606540,S3-790788775"
S1-706591604,"S2-916592985,S3-587993503,S3-152286696,S3-562900413"
S1-267704993,"S2-541912259,S3-898612017,S3-303056222,S3-178729058"
S1-883723710,S2-482905619
S1-49080062,"S2-733531110,S2-24667514,S2-296791890,S3-51208362,S3-971586181,S3-316259691"
S1-794179231,"S3-157309734,S3-369041821,S3-835925550"
S1-936824111,"S3-972798063,S3-485653539"
S1-263317766,"S2-170073192,S3-714327696"
S1-833028052,"S2-105630073,S2-221752221,S3-175626468,S3-243954997"
S1-540944372,"S2-788599830,S2-959211614,S2-915335179,S2-564160193,S3-157998895,S3-443645678,S3-324759567"
S1-157892774,"S2-751741783,S3-956924237,S3-309991291"
S1-812705214,"S2-273530886,S2-241616887,S3-41620126"
S1-382703725,"S2-460491432,S2-411817166,S3-400805166"
S1-849905725,"S2-598294042,S2-767739635,S3-18390618,S3-178176519"
S1-468239501,"S2-861720306,S2-359067438,S3-415032123,S3-70081220,S3-243818084"
S1-757906058,
S1-417095025,"S2-611768483,S3-406155028"
S1-349920988,"S2-45724924,S2-456224034,S2-441907326,S2-881568613,S3-5236327"
S1-564313421,"S2-109996413,S2-217866059,S3-501975767"
S1-27605326,"S2-709000966,S2-330679245,S2-216745626,S3-431058497,S3-217629986"
S1-978802257,"S2-441208493,S2-523999258,S2-655586177,S3-628222996"
S1-237324730,"S2-894663230,S2-248411155,S3-55398602,S3-612593184"
S1-521186516,"S2-227063184,S3-209441581,S3-257978002,S3-365688760"
S1-612211644,"S2-2679609,S2-664989792,S2-284116755,S2-166944393,S3-727126476,S3-295654535,S3-409369395,S3-193171775"
S1-934687509,"S2-221035065,S2-679583181,S3-913275517"
S1-328553370,S3-600103011
S1-590140391,S2-840155302
S1-956036039,"S2-156503008,S3-431605817,S3-560852241,S3-898639165"
S1-748398865,"S2-181010914,S3-916083114,S3-704311947"
S1-837509652,"S2-305690589,S3-297222129,S3-547387025,S3-438851742"
S1-974277771,"S2-565275706,S3-799522102"
S1-865238448,"S2-314568574,S2-384256024,S2-883963336,S3-500387297,S3-914116365,S3-818284543,S3-483840455,S3-422693802"
S1-209423343,"S2-491800172,S2-48368494,S3-146216919"
S1-330055842,S2-768669951
S1-611287866,"S2-153559021,S3-369870072,S3-994339631"
S1-600556234,"S2-688351788,S3-345476382"
S1-919117695,"S2-533842069,S2-394263733"
S1-32292286,S3-648947300
S1-606212124,"S2-247332604,S3-368683558,S3-184586928,S3-727660030,S3-215376798,S3-520315814"
S1-964798872,"S2-787230848,S2-44528382,S2-733023499,S3-701496578"
S1-160209945,S3-403091597
S1-907769280,"S2-153744511,S3-193606332,S3-637536707"
S1-908677273,"S2-247287236,S3-905360289,S3-787210768"
S1-840608675,"S2-758028542,S2-229321473,S2-920563454,S2-29672220,S3-594576972"
S1-268279992,"S2-425844241,S3-146051775,S3-610271673"
S1-552776987,"S2-486012519,S2-870116576,S3-880759809,S3-291072676"
S1-842202285,"S2-337673929,S2-758297741,S3-769739177,S3-588758269"
S1-650660688,"S2-399912252,S3-90686564,S3-28111011"
S1-838920676,
S1-876274786,"S2-575375467,S3-751238645"
S1-923771185,"S2-187903914,S2-786998317,S2-496114448,S3-432857125"
S1-769444821,"S3-763941088,S3-585477352,S3-827832246"
S1-26500587,"S2-867994538,S2-99841028,S3-655960175,S3-924257814"
S1-170263955,"S2-199236983,S2-949193522,S3-395880434"
S1-729593698,
S1-332154431,"S2-354491990,S3-893445890,S3-640147729,S3-535131674"
S1-905071659,"S2-245851759,S2-478143132"
S1-736035213,"S2-729570308,S2-919183933,S3-873662890,S3-612543373"
S1-379032118,"S2-487382518,S3-357044188,S3-889530048,S3-347606160"
S1-102259411,"S2-669728177,S2-973259083,S2-843026165,S3-823407063"
S1-707315806,"S2-821530607,S3-894237478"
S1-949508600,"S2-295196069,S3-732757296,S3-371983240,S3-364358365"
S1-15935570,"S2-850681390,S3-733212456,S3-236237306,S3-850083807"
S1-169090519,"S2-2114670,S2-601810283,S2-852715739,S3-913318087,S3-553982814"
S1-158095441,"S2-750346152,S3-244928279"
S1-402023227,"S2-90332027,S2-643021573,S3-966464780,S3-331273792,S3-267300095,S3-94263898,S3-784975979"
S1-300285842,"S2-55338337,S2-490086807,S2-169755101,S3-15308329"
S1-863785090,"S2-759122942,S2-598851865,S2-256383906,S3-122481195,S3-67486426"
S1-779960055,"S2-491642210,S2-241200747,S2-920441296,S3-514018435,S3-199122788,S3-10463310,S3-177883944"
S1-271231195,"S2-896273588,S3-319680126,S3-918918501,S3-700281535,S3-962639643,S3-239222975"
S1-355978776,"S2-174870251,S3-370203142,S3-563230293"
S1-60241100,"S2-76534598,S3-954877121,S3-548032128"
S1-51455412,"S2-627534758,S3-550956643,S3-274838519,S3-282273762"
S1-82526034,"S2-524597530,S2-4548107"
S1-356955847,"S2-73673150,S3-54403203,S3-542495933,S3-418756403"
S1-410006778,S3-90671586
S1-899426174,"S2-260358762,S2-935053001,S3-394945566"
S1-428583502,"S2-804840607,S2-426383879,S3-995070966,S3-911217634"
S1-242016904,"S2-816448025,S2-448797967,S3-527968060,S3-81528614,S3-967526746,S3-571205874,S3-266264845"
S1-944029771,"S2-765400698,S2-253594955,S2-588104873,S2-89337992,S3-353558844,S3-574407341"
S1-355083002,"S2-191796587,S2-869231107,S2-198019380,S2-839914046,S3-160432615"
S1-481710967,"S2-952885638,S3-186279198,S3-379492878"
S1-6458744,"S2-859327536,S3-3177107"
S1-720835828,"S2-251511976,S3-119938217"
S1-961382272,"S2-790595404,S2-152501086,S2-532727453,S3-648467243,S3-998130365,S3-223884158,S3-210503157"
S1-373483414,"S3-810092655,S3-152861304"
S1-985495249,"S2-683834702,S3-710118552,S3-860800272,S3-355426884"
S1-540668892,"S2-904720239,S3-510434930,S3-414903180,S3-916370516"
S1-202616720,
S1-697513892,S2-236100829
S1-254045719,"S2-982064579,S3-607521380,S3-841689036"
S1-208881373,"S2-841611176,S2-816433569,S3-150067372"
S1-934205980,"S2-472804668,S3-355280248,S3-3710924,S3-588796929,S3-472944876"
S1-520377514,"S2-143518162,S2-467807495,S3-813485082"
S1-90727993,"S2-806512782,S2-815012117,S3-811254840,S3-928201247"
S1-455074812,"S2-810454652,S2-710907470,S3-297611008,S3-724114564"
S1-938145856,"S3-566935680,S3-221917206"
S1-556718242,"S2-84633951,S3-208310830,S3-351636651,S3-618244321"
S1-566809824,S3-119790935
S1-173118270,
S1-452871446,"S2-129830701,S3-8292074"
S1-357307238,"S2-197880367,S3-544440567"
S1-533932682,"S2-85654849,S3-134136050,S3-509371186,S3-699564523,S3-944689013"
S1-601823470,"S2-171057710,S3-664583083"
S1-659335750,"S2-902665619,S3-765936435,S3-697472851,S3-956380881,S3-914823758"
S1-341841843,"S2-337687689,S2-830357295,S3-26234553,S3-951614437"
S1-311858420,S3-255609572
S1-896701933,"S3-513456414,S3-748953837"
S1-794145024,"S2-917610727,S2-534697295,S2-20725046,S2-868353067,S3-44181492,S3-163584474,S3-101640848"
S1-674784262,"S2-641894076,S2-986373847,S3-985807326,S3-566050157"
S1-53181076,"S2-10506067,S3-815248704,S3-353017180"
S1-409604720,
S1-629122355,"S2-686232824,S2-225845201,S3-792948324,S3-122761558,S3-805127727"
S1-198106923,S2-269391006
S1-485604384,"S2-368051340,S3-696791702,S3-879020876,S3-964477238"
S1-727008768,"S2-416655804,S2-732896891,S3-361240880,S3-977993000"
S1-855484624,"S2-338678808,S2-216326037,S2-458435283,S2-664734422,S2-56758115,S3-557435359,S3-95626541,S3-565406118,S3-953989446,S3-503713500"
S1-744328082,"S2-57612835,S2-986466249,S3-446522040"
S1-371361900,S2-290740026
S1-668671341,
S1-288517257,"S2-886777109,S3-242229063,S3-191085436"
S1-225526732,"S2-459288286,S2-783495615,S2-279643894,S3-927487141,S3-960232570"
S1-587749771,"S2-256957292,S2-504777682,S3-372050527,S3-295690765,S3-898454378"
S1-500201780,"S3-24676598,S3-880760344,S3-376090502"
S1-340275771,"S2-116845923,S2-737104259,S3-509953913"
S1-561894542,"S2-901900706,S2-22514652"
S1-20193307,"S2-208776583,S2-879998892,S3-757516085,S3-352934058,S3-168772822"
S1-496024351,"S2-222644917,S2-178867632,S2-4827156,S3-457432024,S3-950505453,S3-481190166,S3-430492077"
S1-189783981,"S2-84726048,S3-79350200"
S1-881326457,"S2-21274893,S2-681733630"
S1-99115147,"S3-64597833,S3-348085088"
S1-695764607,"S2-173478945,S2-954498802,S2-210983158,S2-96933811,S3-908098764,S3-157187789"
S1-334565609,"S2-887191640,S2-449315021,S3-453603294,S3-93241547"
S1-509378838,"S2-400405973,S2-323423497,S3-578751912,S3-455489434,S3-918927435,S3-343160931"
S1-722466213,S2-986593512
S1-108761159,"S2-104397030,S2-923465011,S3-114187284,S3-955107796"
S1-465549710,"S2-836485606,S3-54700450"
S1-964673786,"S2-316700527,S3-969046938,S3-881322462,S3-432608363,S3-484061410"
S1-774875542,"S2-521143288,S2-949792524,S2-597974007,S3-136044391,S3-194751371"
S1-756153272,"S2-874383289,S3-862186078,S3-802490649"
S1-891283288,"S2-972453617,S2-728827856"
S1-593010888,S2-736527384
S1-894932880,"S2-41263065,S3-627742285"
S1-518026530,"S2-920922875,S3-510146343,S3-187880383,S3-439150312"
S1-988620459,"S2-42730317,S2-915296808"
S1-363204355,"S2-954416524,S2-236233532,S3-543200092,S3-825993476"
S1-534607325,"S2-37518747,S3-92333586"
S1-342198906,"S2-308749849,S3-730864423"
S1-912638967,"S2-835795323,S2-549557514,S3-802189198,S3-49732820"
S1-384699231,"S2-94004214,S3-249868608"
S1-513442527,"S2-685603958,S3-456329018"
S1-346362442,"S2-356216035,S2-906846521,S3-93918853,S3-611382648,S3-969430138,S3-745751036"
S1-736014744,"S2-665994692,S3-592943646,S3-95107821"
S1-917526928,"S2-971284253,S2-754922471"
S1-177259558,S2-587748389
S1-318779387,"S2-471022327,S2-660249325,S3-469653074,S3-507962323"
S1-720055552,"S2-253895725,S3-780103113,S3-998988553,S3-575990609"
S1-97624517,"S2-940486347,S2-428153455,S3-141168429,S3-309407954,S3-402465863"
S1-631869413,S2-506954380
S1-653797007,"S2-626381798,S2-891602050,S3-218919250,S3-787050424,S3-942271436"
S1-164856790,"S2-29444491,S2-605104851,S3-540600509"
S1-260734816,S2-826510163
S1-174569773,"S2-51095112,S2-171256994"
